title,description,channel,video_id,url,thumbnail,topic
Deep Learning Decal Fall 2017 Lecture 2: Convolutional Neural Networks,The second lecture of the deep learning decal. Check the website for updates: https://ml.berkeley.edu/decals/DLD and the ...,Machine Learning at Berkeley,mez8Nf4nHJ0,https://youtube.com/watch?v=mez8Nf4nHJ0,https://i.ytimg.com/vi/mez8Nf4nHJ0/mqdefault.jpg,neural networks lecture
11-785 Spring 23 Lecture 11: Learning in Convolutional Neural Networks,,Carnegie Mellon University Deep Learning,sjQe3X4BM8Q,https://youtube.com/watch?v=sjQe3X4BM8Q,https://i.ytimg.com/vi/sjQe3X4BM8Q/mqdefault.jpg,neural networks lecture
S18 Lecture 11: Recurrent Neural Networks,"This was originally named lecture 10, updating the names to match course website.",Carnegie Mellon University Deep Learning,6-xgyqKHKjc,https://youtube.com/watch?v=6-xgyqKHKjc,https://i.ytimg.com/vi/6-xgyqKHKjc/mqdefault.jpg,neural networks lecture
F18 Lecture 10: Recurrent Neural Networks (RNNs) (Part 1),,Carnegie Mellon University Deep Learning,FgwjF6rCsz8,https://youtube.com/watch?v=FgwjF6rCsz8,https://i.ytimg.com/vi/FgwjF6rCsz8/mqdefault.jpg,neural networks lecture
Stanford CS224W: ML with Graphs | 2021 | Lecture 9.1 - How Expressive are Graph Neural Networks,"For more information about Stanford's Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3GwTmur ...",Stanford Online,5vMEgYbka0A,https://youtube.com/watch?v=5vMEgYbka0A,https://i.ytimg.com/vi/5vMEgYbka0A/mqdefault.jpg,neural networks lecture
(Old) Lecture 5 | Convergence in Neural Networks,"Carnegie Mellon University Course: 11-785, Intro to Deep Learning Offering: Spring 2019 Slides: ...",Carnegie Mellon University Deep Learning,jFXd9JbXMYk,https://youtube.com/watch?v=jFXd9JbXMYk,https://i.ytimg.com/vi/jFXd9JbXMYk/mqdefault.jpg,neural networks lecture
Lecture 5: Convolutional Neural Networks,,Swapneel Mehta,cGa2qyfJ2yo,https://youtube.com/watch?v=cGa2qyfJ2yo,https://i.ytimg.com/vi/cGa2qyfJ2yo/mqdefault.jpg,neural networks lecture
Lecture 3: Neural Networks,Join the Discord channel to access community support and announcements: https://discord.gg/5dgkRkMtqP Join us for the third ...,AiCore,aEq5f_SFDLg,https://youtube.com/watch?v=aEq5f_SFDLg,https://i.ytimg.com/vi/aEq5f_SFDLg/mqdefault.jpg,neural networks lecture
IBA: Intro to AI - Lecture 21 - Machine Learning - Convolutional Neural Networks (2),0:49 CNN Example 1: Detection of two sloping lines 17:13 CNN Example 2: Detecting Xs and Os 58:38 Issues with CNNs 1:09:07 ...,Muhammad Sayeed Ghani,63_o3fSc2YY,https://youtube.com/watch?v=63_o3fSc2YY,https://i.ytimg.com/vi/63_o3fSc2YY/mqdefault.jpg,neural networks lecture
Backpropagation In Neural Networks lecture 9,,E Learning,gfCI53FtruE,https://youtube.com/watch?v=gfCI53FtruE,https://i.ytimg.com/vi/gfCI53FtruE/mqdefault.jpg,neural networks lecture
Dropout - a Method to Regularize the Training of Deep Neural Networks [Lecture 6.4],What is dropout? Why use inverted dropout and how does it work? Why regularizes droupout the neural network? Dropout ...,AMILE - Machine Learning with Christian Nabert,hbTONDwwPUk,https://youtube.com/watch?v=hbTONDwwPUk,https://i.ytimg.com/vi/hbTONDwwPUk/mqdefault.jpg,neural networks lecture
Deep Learning Decal Fall 2017 Lecture 3: Recurrent Neural Networks,The third lecture of the deep learning decal on Recurrent Neural networks. Check the website for updates: ...,Machine Learning at Berkeley,uYjNHZCQUDI,https://youtube.com/watch?v=uYjNHZCQUDI,https://i.ytimg.com/vi/uYjNHZCQUDI/mqdefault.jpg,neural networks lecture
Lecture 04 Neural Networks Representation,Machine Learning by Andrew Ng [Coursera] 0401 Non-linear hypothesis 0402 Neurons and the brain 0403 Model representation ...,Blitz Kim,o3x_AYc2kxQ,https://youtube.com/watch?v=o3x_AYc2kxQ,https://i.ytimg.com/vi/o3x_AYc2kxQ/mqdefault.jpg,neural networks lecture
Soft Computing Lecture 10 Single layer feed forward network,Single layer feed forward network in soft computing or in ai artificial intelligence.,Sanjay Pathak,bDZ7ujt1cfQ,https://youtube.com/watch?v=bDZ7ujt1cfQ,https://i.ytimg.com/vi/bDZ7ujt1cfQ/mqdefault.jpg,neural networks lecture
Machine Learning -- Lecture 13: Convolutional Neural Networks,"March 3, 2026 Instructor: Dr. Christian Hubicki Applied Optimal Control EML 4930/5930-0001.",Christian Hubicki,Wn1hpI3OSRE,https://youtube.com/watch?v=Wn1hpI3OSRE,https://i.ytimg.com/vi/Wn1hpI3OSRE/mqdefault.jpg,neural networks lecture
Lecture 30 : Some Examples of Neural Networks (Contd.) #ch36sp #swayamprabha,Subject : Multidisciplinary Course Name :Fuzzy Logic and Neural Networks (FLN) Welcome to Swayam Prabha! Description: ...,CH 36: IIT Madras 06: Skills and Logistics,snLsVhM0194,https://youtube.com/watch?v=snLsVhM0194,https://i.ytimg.com/vi/snLsVhM0194/mqdefault.jpg,neural networks lecture
Lecture 5.3: Introduction to Neural Networks [Non-Linearity],Lecture 5.3: Introduction to Neural Networks Non-Linearity Problem 1 with all linear functions Problem 2 with all linear functions ...,UCF CRCV,jEnv5YuBB9E,https://youtube.com/watch?v=jEnv5YuBB9E,https://i.ytimg.com/vi/jEnv5YuBB9E/mqdefault.jpg,neural networks lecture
Lecture 15: Data Modelling With Neural Networks (I): Feedforward Networks: The Capacity Of A Neuron,"Lecture 15 of the Course on #Information #Theory, #Pattern #Recognition, and #NeuralNetworks. Produced by: David MacKay ...",Tutorialistic,75IJ7Ev8Xkk,https://youtube.com/watch?v=75IJ7Ev8Xkk,https://i.ytimg.com/vi/75IJ7Ev8Xkk/mqdefault.jpg,neural networks lecture
MIT 6.S191 Lecture 3: Convolutional Neural Networks,MIT IAP Course 6.S191 Lecture 3: Convolutional Neural Networks Lecturer: Lex Fridman more info + slides: ...,Harini Suresh,v5JvvbP0d44,https://youtube.com/watch?v=v5JvvbP0d44,https://i.ytimg.com/vi/v5JvvbP0d44/mqdefault.jpg,neural networks lecture
Neural Networks (continued from previous lecture),"Fully Connected Layer (Dense Layer),Softmax Layer,Autoencoder,Generative Adversarial Network (GAN),Transfer Learning ...",Readings in Artificial Intelligence ,j0f5USbEyNI,https://youtube.com/watch?v=j0f5USbEyNI,https://i.ytimg.com/vi/j0f5USbEyNI/mqdefault.jpg,neural networks lecture
Lecture:25 Introduction to Neural Network,,Harsha's computer science learning classes,_8QfIyRa15k,https://youtube.com/watch?v=_8QfIyRa15k,https://i.ytimg.com/vi/_8QfIyRa15k/mqdefault.jpg,neural networks lecture
Lecture on Artificial Neural Networks in Action (WBNUJS LAW &amp; TECH 2023-24),ann #neuralnetworks #law&tech #nujs #webinar The online session is organised by WBNUJS LLM Law & Technology 2023-24 ...,Diptiman Mondal,6DYuTjCQDhQ,https://youtube.com/watch?v=6DYuTjCQDhQ,https://i.ytimg.com/vi/6DYuTjCQDhQ/mqdefault.jpg,neural networks lecture
CPSC 393 || Lecture 6 Neural Networks and Optimization II,Lecture Slides: https://github.com/cmparlettpelleriti/CPSC393ParlettPelleriti/tree/main/Lectures Gradient Descent Review Page: ...,Chelsea Pelleriti,ye7OTLZBqqY,https://youtube.com/watch?v=ye7OTLZBqqY,https://i.ytimg.com/vi/ye7OTLZBqqY/mqdefault.jpg,neural networks lecture
"Long Short-Term Memory (LSTM), Clearly Explained","Basic recurrent neural networks are great, because they can handle different amounts of sequential data, but even relatively small ...",StatQuest with Josh Starmer,YCzL96nL7j0,https://youtube.com/watch?v=YCzL96nL7j0,https://i.ytimg.com/vi/YCzL96nL7j0/mqdefault.jpg,neural networks lecture
Lecture 05 Neural Networks Learning,Machine Learning by Andrew Ng [Coursera] 0501 Cost function 0502 Backpropagation algorithm 0503 Backpropagation intuition ...,Blitz Kim,OUy_46vy3yg,https://youtube.com/watch?v=OUy_46vy3yg,https://i.ytimg.com/vi/OUy_46vy3yg/mqdefault.jpg,neural networks lecture
Gradient Based Training of Neural Networks [Lecture 5.7],"""Why not use finite differences to train neural networks? Why not use BFGS? What are the differences between vanilla, batch and ...",AMILE - Machine Learning with Christian Nabert,N8ZKqB19Vw4,https://youtube.com/watch?v=N8ZKqB19Vw4,https://i.ytimg.com/vi/N8ZKqB19Vw4/mqdefault.jpg,neural networks lecture
Lecture 6: Artificial Neural Networks | Machine Learning &amp; Deep Learning | #aktufinalexams,"This video will talk about artificial neural networks, this is the common part for both machine learning and deep learning. Syllabus ...",Academic Booster,r3Jz7o5laeM,https://youtube.com/watch?v=r3Jz7o5laeM,https://i.ytimg.com/vi/r3Jz7o5laeM/mqdefault.jpg,neural networks lecture
Back Propagation Learning Algorithm (Lecture-10 on Neural Network and Fuzzy Logic Control),Topics Covered: Back Propagation Learning Algorithm Example By Dr. Sudip Mandal Assistant Professor Department of ...,Dr. Sudip Mandal,uVNARV8zdMA,https://youtube.com/watch?v=uVNARV8zdMA,https://i.ytimg.com/vi/uVNARV8zdMA/mqdefault.jpg,neural networks lecture
Lecture 57 : Efficient Neural Network Training/Inferencing (Contd.),Computation Graphs; Convolutional Neural Networks; Convolutional Layer.,NPTEL IIT Kharagpur,333oiFgbKJA,https://youtube.com/watch?v=333oiFgbKJA,https://i.ytimg.com/vi/333oiFgbKJA/mqdefault.jpg,neural networks lecture
Lecture 22: Princeton: Introduction to Robotics | &quot;Convolutional neural networks&quot;,Notes and slides available at: https://irom-lab.princeton.edu/intro-to-robotics Skip course logistics and jump to content: ...,Introduction to Robotics @ Princeton,8KseI_C-BJQ,https://youtube.com/watch?v=8KseI_C-BJQ,https://i.ytimg.com/vi/8KseI_C-BJQ/mqdefault.jpg,neural networks lecture
Lecture 11 Learning in Convolutional Neural Networks,00:00 Recap Convolution 00:17:00 Backpropagation 01:05:00 Stride + Backpropagation.,Carnegie Mellon University Deep Learning,Ts44xOWJX9Y,https://youtube.com/watch?v=Ts44xOWJX9Y,https://i.ytimg.com/vi/Ts44xOWJX9Y/mqdefault.jpg,neural networks lecture
INFO8010 Lecture 7: Recurrent neural networks,,Gilles Louppe,qnux5dg5wZ4,https://youtube.com/watch?v=qnux5dg5wZ4,https://i.ytimg.com/vi/qnux5dg5wZ4/mqdefault.jpg,neural networks lecture
Lecture 10 - Neural Networks (02/20/2017),"Introduction to Machine Learning - Neural Networks (Feb 20, 2017)",ubmlcoursespring2017,WtdJyjub7TQ,https://youtube.com/watch?v=WtdJyjub7TQ,https://i.ytimg.com/vi/WtdJyjub7TQ/mqdefault.jpg,neural networks lecture
Why Neural Networks Use Vectors and Matrices (Mathematical View) | Lecture 9,"In this lecture, we explain why vectors and matrices are used in neural networks instead of writing individual equations for each ...",Nigar_Ahmed,9UfRV2PlIh8,https://youtube.com/watch?v=9UfRV2PlIh8,https://i.ytimg.com/vi/9UfRV2PlIh8/mqdefault.jpg,neural networks lecture
Lecture 7: Convolutional Networks,Lecture 7 moves from fully-connected to convolutional networks by introducing new computational primitives that respect the ...,Michigan Online,ANyxBVxmdZ0,https://youtube.com/watch?v=ANyxBVxmdZ0,https://i.ytimg.com/vi/ANyxBVxmdZ0/mqdefault.jpg,neural networks lecture
"Lecture 4/C Convolutional Neural Networks, Computer Vision for Embedded Systems","Purdue ECE 595 Computer Vision for Embedded Systems was a short (5 week, Fall 2022) online graduate course.",Yung-Hsiang Lu,uOGYdhdXopo,https://youtube.com/watch?v=uOGYdhdXopo,https://i.ytimg.com/vi/uOGYdhdXopo/mqdefault.jpg,neural networks lecture
Lecture-4: Introduction to Artificial Neural Networks | ANN | ML | Data Science | Mehar Chand,"This video provides a beginner-friendly introduction to Artificial Neural Networks (ANN), explained through simple storytelling and ...",Prof. Mehar Chand,P0qxDNrzqEw,https://youtube.com/watch?v=P0qxDNrzqEw,https://i.ytimg.com/vi/P0qxDNrzqEw/mqdefault.jpg,neural networks lecture
Unit- V Lecture 66 - Numerical on Neural Network,Unit No. 05- Reinforced and Deep Learning. Lecture No. 66 Topic- Numerical on Neural Network This video helps to understand ...,Sound of Education,pWu92OuNNu8,https://youtube.com/watch?v=pWu92OuNNu8,https://i.ytimg.com/vi/pWu92OuNNu8/mqdefault.jpg,neural networks lecture
soft computing lecture - hour 35: Modular Neural Networks,video lecture series covering theoretical and application areas of soft computing was recorded at ABV-IIITM Gwalior. complete ...,Rahul Kala,yB47Y7BNvrE,https://youtube.com/watch?v=yB47Y7BNvrE,https://i.ytimg.com/vi/yB47Y7BNvrE/mqdefault.jpg,neural networks lecture
"Activation Function of Neural Networks - Step, Sigmoid, Tanh, ReLU, LeakyReLU, Softmax [Lecture 5.3]","""Why is the activation function the most crucial component in neural networks? What are the differences of different activation ...",AMILE - Machine Learning with Christian Nabert,rtinxohdo7Y,https://youtube.com/watch?v=rtinxohdo7Y,https://i.ytimg.com/vi/rtinxohdo7Y/mqdefault.jpg,neural networks lecture
S2025 Lecture 9 - Convolutional Neural Networks (CNNs) Part I,,Carnegie Mellon University Deep Learning,w5bIH9gDsZA,https://youtube.com/watch?v=w5bIH9gDsZA,https://i.ytimg.com/vi/w5bIH9gDsZA/mqdefault.jpg,neural networks lecture
Lecture 8 - Neural Network Library Implementation,This lecture provides a code review of neural network module and optimizer implementations Sign up for the course for free at ...,Deep Learning Systems Course,uB81vGRrH0c,https://youtube.com/watch?v=uB81vGRrH0c,https://i.ytimg.com/vi/uB81vGRrH0c/mqdefault.jpg,neural networks lecture
Lecture 13 Artificial Neural Networks,"Artificial Neural Network, history, basics, and idea. Raed Bourisli. 0600507; Mathematical Optimization. Kuwait University. But do ...",Raed Bourisli,lAFhnXDyZAY,https://youtube.com/watch?v=lAFhnXDyZAY,https://i.ytimg.com/vi/lAFhnXDyZAY/mqdefault.jpg,neural networks lecture
Deep Learning - Lecture 3.2 (Deep Neural Networks: The XOR Problem),"Lecture: Deep Learning (Prof. Andreas Geiger, University of Tübingen) Course Website with Slides, Lecture Notes, Problems and ...",Tübingen Machine Learning,CCcoZzB_OXY,https://youtube.com/watch?v=CCcoZzB_OXY,https://i.ytimg.com/vi/CCcoZzB_OXY/mqdefault.jpg,neural networks lecture
ETH Zürich AISE 2025: Lecture 3 Physics-Informed Neural Networks – Introduction,LECTURE OVERVIEW BELOW ↓↓↓ *ETH Zürich AI in the Sciences and Engineering Lecture Series 2025* *Course Website* ...,"CAMLab, ETH Zürich",xoaMZJcd28M,https://youtube.com/watch?v=xoaMZJcd28M,https://i.ytimg.com/vi/xoaMZJcd28M/mqdefault.jpg,neural networks lecture
"F23 Lecture 9: Deep Neural Networks, Convolutional Networks III",,Carnegie Mellon University Deep Learning,ZZn1dtLGrg0,https://youtube.com/watch?v=ZZn1dtLGrg0,https://i.ytimg.com/vi/ZZn1dtLGrg0/mqdefault.jpg,neural networks lecture
[Warwick - CS331]  Lecture 06 Evolution And Basics Of Artificial Neural Networks,,Weiren Yu,Xu6LmUuLtys,https://youtube.com/watch?v=Xu6LmUuLtys,https://i.ytimg.com/vi/Xu6LmUuLtys/mqdefault.jpg,neural networks lecture
Terms used in Artificial Neural Network - lecture 23/ machine learning,Terms used in Artificial Neural Network.,asha khilrani,QksBY7c2n9s,https://youtube.com/watch?v=QksBY7c2n9s,https://i.ytimg.com/vi/QksBY7c2n9s/mqdefault.jpg,neural networks lecture
Stanford CS231N Deep Learning for Computer Vision | Spring 2025 | Lecture 1: Introduction,For more information about Stanford's online Artificial Intelligence programs visit: https://stanford.io/ai This lecture covers: 1.,Stanford Online,2fq9wYslV0A,https://youtube.com/watch?v=2fq9wYslV0A,https://i.ytimg.com/vi/2fq9wYslV0A/mqdefault.jpg,neural networks lecture
"Stanford CS224N: NLP with Deep Learning | Spring 2024 | Lecture 3 - Backpropagation, Neural Network",For more information about Stanford's online Artificial Intelligence programs visit: https://stanford.io/ai To learn more about ...,Stanford Online,HnliVHU2g9U,https://youtube.com/watch?v=HnliVHU2g9U,https://i.ytimg.com/vi/HnliVHU2g9U/mqdefault.jpg,neural networks lecture
Lecture 8 part 1: Deep Neural Networks,This is Lecture 8 - part 1 - of the KT EP3260 Fundamentals of Machine Learning over Networks (MLoNs). This lecture reviews the ...,MLRG KTH,zwuNVK4h0uo,https://youtube.com/watch?v=zwuNVK4h0uo,https://i.ytimg.com/vi/zwuNVK4h0uo/mqdefault.jpg,neural networks lecture
Week 3 – Lecture: Convolutional neural networks,Course website: http://bit.ly/DLSP20-web Playlist: http://bit.ly/pDL-YouTube Speaker: Yann LeCun Week 3: http://bit.ly/DLSP20-03 ...,Alfredo Canziani (冷在),FW5gFiJb-ig,https://youtube.com/watch?v=FW5gFiJb-ig,https://i.ytimg.com/vi/FW5gFiJb-ig/mqdefault.jpg,neural networks lecture
Stanford CS224N: NLP with Deep Learning | Winter 2019 | Lecture 3 – Neural Networks,"For more information about Stanford's Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3kzqrg1 ...",Stanford Online,8CWyBNX6eDo,https://youtube.com/watch?v=8CWyBNX6eDo,https://i.ytimg.com/vi/8CWyBNX6eDo/mqdefault.jpg,neural networks lecture
Lecture 15B: Compiling Neural Network and Random Forest Classifiers,Compiling the input-output behavior of binary neural networks into symbolic representations. Compiling linear classifiers into ...,UCLA Automated Reasoning Group,Sq4mOB6PiLk,https://youtube.com/watch?v=Sq4mOB6PiLk,https://i.ytimg.com/vi/Sq4mOB6PiLk/mqdefault.jpg,neural networks lecture
Lecture 3 - Neural Networks | Deep Learning on Hardware Accelerators,"Introduction to Neural Networks: Multi-layer perceptron, Gradient descent, Backpropogation, introduction to Convolutional neural ...",Deep Learning - Technion,tBhlsaRhXMA,https://youtube.com/watch?v=tBhlsaRhXMA,https://i.ytimg.com/vi/tBhlsaRhXMA/mqdefault.jpg,neural networks lecture
AI &amp; ML in Finance - Lecture - 25 - Neural Networks: Structure,"25th lecture in the online class ""Artificial Intelligence & Machine Learning in Finance"" held at Leipzig University, Faculty of ...",ULFinance,4uLWoLzGUNM,https://youtube.com/watch?v=4uLWoLzGUNM,https://i.ytimg.com/vi/4uLWoLzGUNM/mqdefault.jpg,neural networks lecture
Visualizing transformers and attention | Talk for TNG Big Tech Day &#39;24,"An overview of transforms, as used in LLMs, and the attention mechanism within them. Based on the 3blue1brown deep learning ...",Grant Sanderson,KJtZARuO3JY,https://youtube.com/watch?v=KJtZARuO3JY,https://i.ytimg.com/vi/KJtZARuO3JY/mqdefault.jpg,neural networks lecture
Neural Network Lecture part 1,Calculus math needed for creating a neural network.,InsiderMiner,tTBnIAfs148,https://youtube.com/watch?v=tTBnIAfs148,https://i.ytimg.com/vi/tTBnIAfs148/mqdefault.jpg,neural networks lecture
Lecture 5: Neural Network (Back Propagation) Part 1 and Computational Graphs,Backpropagation in a neural network is discussed here Time Stamp 0:00 Introduction to Back-Propagation 3:51 Computational ...,Ahlad Kumar,ZUL3lZfy0a4,https://youtube.com/watch?v=ZUL3lZfy0a4,https://i.ytimg.com/vi/ZUL3lZfy0a4/mqdefault.jpg,neural networks lecture
Lecture 5.7 - Introduction to Neural Networks [Neurons in the Brain 1],,UCF CRCV,jTS-9vVzR1g,https://youtube.com/watch?v=jTS-9vVzR1g,https://i.ytimg.com/vi/jTS-9vVzR1g/mqdefault.jpg,neural networks lecture
CAP5415 Lecture 8 [Introduction to Neural Networks - Part II] - Fall2021,CAP5415 Computer Vision Fall 2021 Course webpage: https://www.crcv.ucf.edu/courses/cap5415-fall-2021/ Instructor: Yogesh S ...,UCF CRCV,kFJdL15XYC4,https://youtube.com/watch?v=kFJdL15XYC4,https://i.ytimg.com/vi/kFJdL15XYC4/mqdefault.jpg,neural networks lecture
Lecture 9: Introduction to Deep Learning | Shallow and Deep Neural Network | Logistic Regression 🔥🔥,"This video will talk about introduction to deep learning, shallow and deep neural network, logistic regression and much more.",Academic Booster,5i07wFK_N6g,https://youtube.com/watch?v=5i07wFK_N6g,https://i.ytimg.com/vi/5i07wFK_N6g/mqdefault.jpg,neural networks lecture
Multi layer perceptron MLP Neural Network lecture 13,Multi layer perception (MLP) how it work.,E Learning,6Td22ZftgCU,https://youtube.com/watch?v=6Td22ZftgCU,https://i.ytimg.com/vi/6Td22ZftgCU/mqdefault.jpg,neural networks lecture
Module 1 Lecture 1 Linear Neural networks,"Lectures by Prof. Laxmidhar Behera, Department of Electrical Engineering, Indian Institute of Technology, Kanpur. For more ...",nptelhrd,cM1CF7gUm-U,https://youtube.com/watch?v=cM1CF7gUm-U,https://i.ytimg.com/vi/cM1CF7gUm-U/mqdefault.jpg,neural networks lecture
CS480/680 Lecture 15: Deep neural networks,,Pascal Poupart,j-O9Fu45zdU,https://youtube.com/watch?v=j-O9Fu45zdU,https://i.ytimg.com/vi/j-O9Fu45zdU/mqdefault.jpg,neural networks lecture
Building Neural Networks from Scratch – Lecture 14: Complete Loan Code,Find the complete loan code in the comments section.,intuipy,tC5FiQuamHM,https://youtube.com/watch?v=tC5FiQuamHM,https://i.ytimg.com/vi/tC5FiQuamHM/mqdefault.jpg,neural networks lecture
Stanford CS230: Deep Learning | Autumn 2018 | Lecture 7 - Interpretability of Neural Network,"Andrew Ng, Adjunct Professor & Kian Katanforoosh, Lecturer - Stanford University http://onlinehub.stanford.edu/ Andrew Ng ...",Stanford Online,gCJCgQW_LKc,https://youtube.com/watch?v=gCJCgQW_LKc,https://i.ytimg.com/vi/gCJCgQW_LKc/mqdefault.jpg,neural networks lecture
Introduction to the neural network lecture 6,,E Learning,2imVrTCbfN8,https://youtube.com/watch?v=2imVrTCbfN8,https://i.ytimg.com/vi/2imVrTCbfN8/mqdefault.jpg,neural networks lecture
16 - Deep Learning - Neural Network Lecture 1,Day 16 Lecture 1.,Data Guru,WsGMz-Hw1yo,https://youtube.com/watch?v=WsGMz-Hw1yo,https://i.ytimg.com/vi/WsGMz-Hw1yo/mqdefault.jpg,neural networks lecture
Lecture #30: Neural Network Computation | Deep Learning,Complete Course Deep Learning playlist: https://www.youtube.com/playlist?list=PL1w8k37X_6L95W33vEXSE9jXJOfvNB3l8 ...,Knowledge Center,DTtdMhGZtcM,https://youtube.com/watch?v=DTtdMhGZtcM,https://i.ytimg.com/vi/DTtdMhGZtcM/mqdefault.jpg,neural networks lecture
Master Backpropagation! 🚀 | Neural Networks Lecture 3,"Ready to crack the code of neural network training? In this exciting follow-up to Lecture 2, we break down backpropagation, the ...",Neelmani Tiwary,qioOGJJuOlI,https://youtube.com/watch?v=qioOGJJuOlI,https://i.ytimg.com/vi/qioOGJJuOlI/mqdefault.jpg,neural networks lecture
Bayesian ML (2021). Lecture 10: Bayesian Neural Networks,The Advanced Data Analytics in Science and Engineering Group is a research organisation focused on the development of novel ...,ADASE Group,aSPDLfk3Iks,https://youtube.com/watch?v=aSPDLfk3Iks,https://i.ytimg.com/vi/aSPDLfk3Iks/mqdefault.jpg,neural networks lecture
"Neural network representation &amp; working (machine learning , lecture - 25)",In this video I have discussed neural networks and its working : Neural networks are a type of machine learning model inspired by ...,backbenchers academy (BBA),6Cg11p9hk8w,https://youtube.com/watch?v=6Cg11p9hk8w,https://i.ytimg.com/vi/6Cg11p9hk8w/mqdefault.jpg,neural networks lecture
Python Data Science &amp; AI | Deep Learning | Lecture 6 | Convolutional Neural Networks (CNNs) | #ai,Python Data Science & AI | Deep Learning | Lecture 6: Convolutional Neural Networks (CNNs) This lecture from the IntelliMentor ...,IntelliMentor - Guiding and Transforming Lives,33eo-dGez5Q,https://youtube.com/watch?v=33eo-dGez5Q,https://i.ytimg.com/vi/33eo-dGez5Q/mqdefault.jpg,neural networks lecture
Forecasting with Neural Networks - Data-Driven Dynamics | Lecture 19,"The theory of neural networks offers exciting opportunities for analyzing and understanding dynamical datasets. In this lecture, we ...",Jason Bramburger,wxyjAShsTcE,https://youtube.com/watch?v=wxyjAShsTcE,https://i.ytimg.com/vi/wxyjAShsTcE/mqdefault.jpg,neural networks lecture
Lecture-6: Applications of Artificial Neural Networks and Machine Learning | ANN | ML | Data Science,Applications of Artificial Neural Networks and Machine Learning | ANN | ML | Data Science Explore how Artificial Neural Networks ...,Prof. Mehar Chand,SQM_GXZ1LE0,https://youtube.com/watch?v=SQM_GXZ1LE0,https://i.ytimg.com/vi/SQM_GXZ1LE0/mqdefault.jpg,neural networks lecture
Convolutional Neural Networks Explained: Deep Learning Lecture (6-Minute Masterclass),Unlock the complete understanding of Convolutional Neural Networks (CNNs)—the backbone of modern computer vision.,CodeShastra,EBwQzLKuwTY,https://youtube.com/watch?v=EBwQzLKuwTY,https://i.ytimg.com/vi/EBwQzLKuwTY/mqdefault.jpg,neural networks lecture
Lecture 1: History of Neural Networks and the Biological Inspiration.,This video explains the work that has been done post the World War -2 era and the structure of a Biological Neuron that inspires ...,Ravi Sharma,V5cldzpLk0A,https://youtube.com/watch?v=V5cldzpLk0A,https://i.ytimg.com/vi/V5cldzpLk0A/mqdefault.jpg,neural networks lecture
"Lecture 32: ImageNet is a Convolutional Neural Network (CNN), The Convolution Rule","MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018 Instructor: Gilbert Strang ...",MIT OpenCourseWare,hwDRfkPSXng,https://youtube.com/watch?v=hwDRfkPSXng,https://i.ytimg.com/vi/hwDRfkPSXng/mqdefault.jpg,neural networks lecture
"11-785 Spring 23 Lecture 10: Models of vision, Convolutional Neural Networks",,Carnegie Mellon University Deep Learning,vAVtALDVmUc,https://youtube.com/watch?v=vAVtALDVmUc,https://i.ytimg.com/vi/vAVtALDVmUc/mqdefault.jpg,neural networks lecture
Recurrent neural network RNN Lecture 14,what is RNN How it is works in deep learning.,E Learning,8hScYB3BLH8,https://youtube.com/watch?v=8hScYB3BLH8,https://i.ytimg.com/vi/8hScYB3BLH8/mqdefault.jpg,neural networks lecture
AI &amp; ML in Finance - Lecture 33 - Convolutional Neural Networks: Application,"33rd lecture in the online class ""Artificial Intelligence & Machine Learning in Finance"" held at Leipzig University, Faculty of ...",ULFinance,-CFSAlYQfQc,https://youtube.com/watch?v=-CFSAlYQfQc,https://i.ytimg.com/vi/-CFSAlYQfQc/mqdefault.jpg,neural networks lecture
Neural Network From Scratch (NNFS): A 140-minute lecture | Intuition + Mathematical foundation,Everyone knows a thing or two about neural networks (NN). But there is so much to learn and it is very difficult to wrap our heads ...,Vizuara,zr_hzOg0UIM,https://youtube.com/watch?v=zr_hzOg0UIM,https://i.ytimg.com/vi/zr_hzOg0UIM/mqdefault.jpg,neural networks lecture
"Loss, Neural network, CNN Lecture 10",Codes Available at : https://github.com/thesujitroy/IIT_Kanpur_lecture_codes.,Sujit Roy (Lelouch Vi Britania),EJGzZUNEajA,https://youtube.com/watch?v=EJGzZUNEajA,https://i.ytimg.com/vi/EJGzZUNEajA/mqdefault.jpg,neural networks lecture
DL 9.3 Deep Recurrent Neural Networks,HPI Deep Learning Lecture Chapter 9. Modern Recurrent Neural Networks Lecture based on “Dive into Deep Learning” http://D2L ...,Christoph Lippert,XaqCrXmyvQY,https://youtube.com/watch?v=XaqCrXmyvQY,https://i.ytimg.com/vi/XaqCrXmyvQY/mqdefault.jpg,neural networks lecture
AI &amp; ML in Finance - Lecture - 27 - Convolutional Neural Networks,"27th lecture in the online class ""Artificial Intelligence & Machine Learning in Finance"" held at Leipzig University, Faculty of ...",ULFinance,3CPxEcUz83A,https://youtube.com/watch?v=3CPxEcUz83A,https://i.ytimg.com/vi/3CPxEcUz83A/mqdefault.jpg,neural networks lecture
Working and training of convolution neural network ( CNN) -lecture 57/ machine learning,Working and training of convolution neural network.,asha khilrani,0ACSis69L1o,https://youtube.com/watch?v=0ACSis69L1o,https://i.ytimg.com/vi/0ACSis69L1o/mqdefault.jpg,neural networks lecture
